Frase,Sentences Concatenate,True label
Does copper intake increase the risk of Alzheimer's disease?,"excess copper exposure is thought to be linked to the development of alzheimer's disease (ad) neuropathology. excess copper exposure is a risk factor of neurodegeneration related to alzheimer's disease (ad). chronic exposure to copper and its dyshomeostasis have been linked to accelerated cognitive decline and potentially increasing risk for alzheimer's disease (ad). the involvement of body copper metabolism in the development of alzheimer's disease (ad) - the most common form of dementia - is a deeply investigated issue in recent years. background:environmental copper has been implicated in the pathogenesis of alzheimer’s disease based on evidence that: 1) brain copper levels increase with age, 2) copper promotes misfolding and toxicity of amyloid-β in vitro, 3) copper-modulating interventions reduce amyloid pathology in animal models. copper is known to be a critical factor in alzheimer's disease (ad) pathogenesis, as it is involved in amyloid-β (aβ) peptide related toxicity. taken together, our data suggest that chronic copper exposure accelerates not only amyloid pathology but also tau pathology in a mouse model of ad. copper promotes a toxic buildup of amyloid-beta (aβ) and neurofibrillary tangle pathology in the brain, and its exposure may increase the risk for alzheimer's disease (ad). taken together, our findings support the pathological impact of copper on inflammatory responses and aβ clearance in the brain, which could serve as key mechanisms to explain, in part, the copper exposure as an environmental risk factor for ad. copper dyshomeostasis has been suggested as an aetiological risk factor for some neurodegenerative diseases, such as alzheimer's disease. altered copper homeostasis and hypercholesterolemia have been identified independently as risk factors for alzheimer's disease (ad). this, however, correlated with increased vascular accumulation of aβ and impairment of spatial memory, indicating that copper exposure has the pivotal role in the vascular damage and development of cognitive decline. however, the effect of copper upon non-amyloid alzheimer’s pathology is relatively under-explored.objective:to determine if modulation of brain copper level affects brain tau pathology and/or associated cognitive impairment.methods:we tested the hypothesis that brain copper modulates tau pathology by manipulating brain levels of copper in the ps19 transgenic mouse model of tau pathology. recently, it has been hypothesized that copper toxicity may be a contributory factor in the etiology of the neurodegenerative disease ad. we treated a second cohort of mice with exogenous dietary copper in order to evaluate whether excess environmental copper promotes brain tau pathology.results:copper-lowering with oral zinc attenuated spatial memory impairment in female but not male ps19 mice, without a significant effect upon tau pathology. brain copper imbalance plays an important role in amyloid-β aggregation, tau hyperphosphorylation, and neurotoxicity observed in alzheimer's disease (ad). a dysfunction in copper homeostasis seems to occur in alzheimer's disease (ad). a dysfunction in copper homeostasis seems to occur in alzheimer's disease (ad). taken together, our data showed that chronic copper exposure accelerated memory impairment and altered the expression of proteins in hippocampus in 3xtg-ad mice. although the positive relationship between copper and alzheimer's disease (ad) was reported by a lot of epidemiological data, the mechanism is not completely known. |||",1
Do air ions cause an improvement of allergies?,"particles removed from the air are likely to include airborne allergens, so ionisers may achieve an effect by reducing the allergen load. the influence of artificially generated atmospheric ions is studied in 15 patients with bronchial asthma. the effect of ionisers on airborne concentrations of house dust mite allergen der p i was investigated in a double blind, crossover, placebo controlled trial in the homes of 20 children with allergic asthma. manufacturers of ionisers claim many benefits from the use of their devices, including the relief of asthma. in combination with other allergen avoidance measures, the examined air-cleaners can contribute to diminished allergen exposure and improvement of airway hyperresponsiveness in asthmatic patients. a slight but significant (at 5% level) improvement in the lung function was demonstrated in nine patients during positive as well as negative ion exposure, but the patients' subjective votings of the air quality did not show any changes due to ion exposure. no change in the histamine threshold of the airways in six patients with bronchial asthma was demonstrated during exposure to ions. improvement of allergic asthma is seen at high altitude partly because of low concentrations of allergen, especially house dust mite. the purpose of this study was to test recently developed air-cleaners with respect to their capacity to capture airborne allergen particles and to improve clinical parameters of asthmatic patients sensitized to aeroallergens. the injection of allergen into the sensitized host induces a number of cellular and humoral changes associated with clinical improvement. allergen immunotherapy (ait) usually improves respiratory symptoms, mainly in allergic rhinitis (ar). scit may prevent the development of allergic asthma in children with ar. scit may prevent the development of allergic asthma in children with ar. the benefits of allergen avoidance at high altitude have important clinical implications for children with allergic asthma. airborne allergens can induce an immunological chronic disease characterized by airway hyper responsiveness and inflammation, mediated by exaggerated th2 immune response. allergens and pollution are reduced at high altitude. the beneficial effects of high-altitude treatment in asthma have been attributed to allergen avoidance. recent evidence shows that this treatment also improves airway inflammation in nonallergic patients. immunotherapy of allergic diseases can be effective. clinical efficacy is associated with improvement of basophil sensitivity and an increase in allergen-specific immunoglobulin concentration. |||",1
Do air ions cause an improvement of asthma??,"the influence of artificially generated atmospheric ions is studied in 15 patients with bronchial asthma. manufacturers of ionisers claim many benefits from the use of their devices, including the relief of asthma. a slight but significant (at 5% level) improvement in the lung function was demonstrated in nine patients during positive as well as negative ion exposure, but the patients' subjective votings of the air quality did not show any changes due to ion exposure. previous reports have shown that ion content in the air may have an effect on respiratory function. previous reports have shown that ion content in the air may have an effect on respiratory function. particles removed from the air are likely to include airborne allergens, so ionisers may achieve an effect by reducing the allergen load. no change in the histamine threshold of the airways in six patients with bronchial asthma was demonstrated during exposure to ions. the effect of ionisers on airborne concentrations of house dust mite allergen der p i was investigated in a double blind, crossover, placebo controlled trial in the homes of 20 children with allergic asthma. there were no significant differences in symptoms or beta-2 agonist usage between ionised and control air in three studies.effects of positive ion generators (one study) this study demonstrated that although positively ionised air was associated with a larger fall in fev1 with exercise, this did not reach statistical significance. in combination with other allergen avoidance measures, the examined air-cleaners can contribute to diminished allergen exposure and improvement of airway hyperresponsiveness in asthmatic patients. we conducted a systematic review of the available evidence to determine the effectiveness of positive and negative ion generators in people with asthma. we conducted a systematic review of the available evidence to determine the effectiveness of positive and negative ion generators in people with asthma. results from studies which test the efficacy of air ionisers to reduce asthma symptoms are often inconclusive and their use as a treatment for asthma remains debatable. results from studies which test the efficacy of air ionisers to reduce asthma symptoms are often inconclusive and their use as a treatment for asthma remains debatable. it is well-known that many patients with asthma undergo clinical improvement during a stay at high altitude. effects of positive ion generators (one study)this study demonstrated that although positively ionised air was associated with a larger fall in fev1 with exercise, this did not reach statistical significance. recent evidence shows that this treatment also improves airway inflammation in nonallergic patients. randomised controlled trials (parallel or crossover design studies) comparing ionisers with dummy ionisers (being negative or positive ion emitters), in children or adults with chronic asthma. randomised controlled trials (parallel or crossover design studies) comparing ionisers with dummy ionisers (being negative or positive ion emitters), in children or adults with chronic asthma. this study indicates that the use of ionisers cannot be recommended in the homes of asthmatic subjects to improve their symptoms. |||",2
Do smoking bans lead to fewer preterm births?,"changes in smoking habits influence the risk of preterm delivery as well. smoking is a well recognized risk factor for low birthweight infants and has been implicated in preterm birth. smoking remains one of the few potentially preventable factors associated with low birthweight, very preterm birth and perinatal death. cigarette smoking caused a reduction in the incidence of fetal breathing movements in normal and abnormal pregnancies. recent randomized trials indicate that women who quit smoking early in pregnancy reduce their risk of delivering a lbw infant. cigarette smoking during pregnancy increases the risk of adverse pregnancy outcomes and women who quit smoking at this time are able to reduce the risk of low birth weight, preterm labour, spontaneous abortion and perinatal death. research has shown that pregnant women who smoke cigarettes increase their risk of having low birthweight (lbw) infants. smoking cessation during pregnancy can reduce the risk of poor birth outcomes. previous preterm delivery and maternal smoking are associated with increased risks of preterm delivery. smoking during pregnancy is associated with adverse maternal and neonatal outcomes such as preterm delivery, intrauterine growth restriction, stillbirth, and low birth weight. the women who quit smoking between pregnancies were not at increased risk for very or moderately preterm delivery, whereas the women who started to smoke in the second pregnancy had the same risk as those who continued to smoke. we studied the associations among smoking habits, previous very preterm or moderately preterm delivery (before 32 weeks and at 32 to 36 weeks, respectively), and the risk of a subsequent very preterm or moderately preterm delivery in a population-based cohort of 243,858 women in sweden between 1983 and 1993. smoking cessation programs in pregnancy appear to reduce smoking, low birthweight and preterm birth, but no effect was detected for very low birthweight or perinatal mortality. despite awareness of negative health outcomes associated with smoking, pregnant smokers might reduce their tobacco consumption thinking that a low smoking rate reduces smoking-related negative birth outcomes. although smoking during pregnancy may lead to many adverse effects, such as fetal growth restriction, placental abruption, stillbirth, and preterm labor, smoking is the only environmental exposure known to consistently reduce the risk of preeclampsia and gestational hypertension. smoking is a risk factor in pregnancy. in spite of the well-known effect of tobacco on embryo growth retardation, of the higher perinatal mortality of the offspring of smoking mothers, and of the dependence of perinatal mortality risk on small birth weight, it has consistently been found that small infants of smoking mothers have lower mortality rates than small infants of non-smoking mothers. hence nicotine appeared to be the factor in cigarette smoke responsible for the reduction in the incidence of fetal breathing movements. approximately 360,000-500,000 smoke-exposed infants are born yearly, and prenatal smoking remains a leading modifiable cause of poor birth outcomes (e.g. prenatal smoking (11.5% of all births) was significantly associated with very (aor=1.5, 95% ci=1.4, 1.6); moderate (aor=1.4, 95% ci=1.4, 1.4); and late (aor=1.2, 95% ci=1.2, 1.3) preterm deliveries; term low birth weight deliveries (aor=2.3, 95% ci=2.3, 2.5); sids (aor=2.7, 95% ci=2.4, 3.0); and preterm-related deaths (aor=1.5, 95% ci=1.4, 1.6). |||",0
Do special garments with the active ingredient Liporeductyl help against cellulite?,"a wide variety of topical products is available to combat cellulite, but these have difficulties in being absorbed through the skin. cellulite or lipodystrophy involves the modification of the subcutaneous adipose tissue. the studied device demonstrated efficacy in the reduction of cellulite severity and body circumference measures in the buttocks. while many treatments claim to be able to improve the appearance of cellulite, the long-term effectiveness of these treatments and whether the logic behind these treatments can lead to a long-term improvement has not been extensively reviewed. in addition to that, synergistic effect of this combination appears as a promising approach for long-acting treatment of cellulite. cellulite has a complex and multifactorial etiology. synergistic action on treating cellulite has gained support in the treatment of cellulite. results from clinical trials that target different anatomical aspects of cellulite can provide insights into the underlying pathophysiology of cellulite. cellulite is a disorder in which adipose tissue extends through the dermis, producing a cosmetically displeasing dimpling in the affected areas. these results supported the food and drug administration clearance of the device for the long-term reduction in the appearance of cellulite. clinical studies targeting the collagen-rich fibrous septae in cellulite dimples through mechanical, surgical, or enzymatic approaches suggest that targeting fibrous septae is the strategy most likely to provide durable improvement of skin topography and the appearance of cellulite. cellulite is a type of lipodystrophy that develops primarily from an alteration in blood circulation or of the lymphatic system that causes structural changes in subcutaneous adipose tissue, collagen, and adjacent proteoglycans. : background: cellulite is a condition in which the skin has a dimpled lumpy appearance. treatment of cellulite has targeted adipose tissue, dermis, and fibrous septae with varying degrees of success and durability of response. recently, investigations suggest the benefits of low-level laser (light) therapy (lllt) in noninvasive treatment of cellulite, improvement of body countering, and control of lipid profile. proteomic analysis showed that adipose tissue affected by cellulite is characterized by high degree of oxidative stress and by remodeling phenomena. cellulite is a dermal disorder including the extracellular matrix, the lymphatic and microcirculatory systems and the adipose tissue. adult women with moderate to severe cellulite (n = 55) underwent a single treatment. a search of the pubmed database and clinicaltrials.gov website was conducted to identify clinical trials that have investigated treatments for cellulite. this study demonstrates the safety, efficacy, and subject satisfaction with vacuum-assisted precise tissue release in the treatment of cellulite. |||",1
Does alcohol in moderate amounts prolong life?,"long-term light alcohol intake lowered cardiovascular and all-cause mortality risk and increased life expectancy. recent studies have suggested that moderate alcohol consumption is associated with beneficial effects related to the prevention of cardiovascular diseases. on the contrary, at the moment, several epidemiological studies have suggested that moderate consumption of alcohol reduces overall mortality, mainly from coronary diseases. light to moderate alcohol consumption was associated with significantly lower rates of cardiac events and longer survival, independent of its anti-inflammatory effect. the impact of long-term alcohol intake and types of alcoholic beverages consumed on cardiovascular mortality and life expectancy at age 50 was investigated in the zutphen study, a cohort of 1373 men born between 1900 and 1920 and examined repeatedly between 1960 and 2000. whether a lifestyle of moderate-heavy alcohol use in older adults increased age-related brain changes was examined. after adjustment for confounders, compared with never or occasional drinkers, light to moderate drinkers (1-7 drinks per week) showed a decreased risk of death (hazard ratio [hr], 0.75; 95% confidence interval [ci], 0.56-1.00) and cardiac events (hr, 0.72; ci, 0.54-0.97). light to moderate alcohol intake lowers the risk of cardiovascular mortality, but whether this protective effect can be attributed to a specific type of beverage remains unclear. binge drinking may reduce telomere length. uncertainty remains about the overall survival benefit of alcohol consumption and the mechanisms underlying the cardioprotective effect of light to moderate alcohol intake. moderate drinking is associated with some health benefits, and can play a positive role in older people's social lives. the effects of heavy alcohol use on brain functioning closely resemble age-related changes, but it is not known if moderate-heavy alcohol consumption intensifies brain aging. moderate alcohol consumption (one to two drinks per day) has been associated with better cognitive function and lower risk of developing dementia in the elderly. light wine consumption was associated with 5 years longer life expectancy; however, more studies are needed to verify this result. the longevity observed with moderate alcohol consumption may be explained by other confounding factors, and, if such a relationship is present, the mechanism is not well understood. recent studies, however, have implied tht whilst moderate or high ingestion of alcohol may be detrimental, a threshold exists for alcohol consumption below which alcohol may even exert a beneficial effect. compared with never or occasional drinkers, subjects drinking 1 to 7 drinks per week had lower age-, sex-, and race-adjusted incidences of death (27.4 vs 20.1 per 1000 person-years, respectively) and cardiac events (28.9 vs 20.8 per 1000 person-years). there is evidence of a u-shaped association between alcohol consumption and physical health outcomes in older people, such that moderate drinking is associated with better outcomes than abstinence or heavy drinking, but whether moderate drinking in older people is associated with better cognition and mental health than non-drinking has not been explored. drinking alcohol in moderation is often considered a health-conscious behavior, associated with improved cardiovascular and brain health. in middle-aged and older men and women, moderate levels of alcohol consumption are associated with better cognitive health than abstinence. |||",0
Does caffeine make us die sooner???,"however, it can lead to a lethal outcome in severe cases of caffeine intoxication. it is common to detect caffeine in toxicological screens in autopsy cases, but we always have to take in account that caffeine itself possesses toxicity which may sometimes lead to death the case was a 44-year-old woman who was found dead in her room one day in june. the extremely high blood concentration of caffeine determined a strong cardiovascular response, leading to fatal arrhythmia, as supported by histological evidence of myocardial injury. acute caffeine exposure has proconvulsant effects and worsens epileptic and ischemic neuronal damage. thus, this study aims to review the existing literature on caffeine consumption and suicide attempts and deaths, investigating the relation between caffeine consumption and suicide attempts and deaths. although fatalities due to caffeine intoxication are uncommon, a caffeine overdose may cause profound toxicity, resulting in tachycardia, arrhythmia, convulsions, vomiting, coma, and possibly death. it is currently unknown whether caffeine-induced apoptosis is associated with other cell death mechanisms, such as autophagy. surprisingly, prolonged caffeine exposure decreases the susceptibility to seizures and the extent of ischemic damage. severe caffeine poisoning is rare, but is associated with high mortality. mechanistically, caffeine has been reported to affect cell cycle function, induce programmed cell death or apoptosis and perturb key cell cycle regulatory proteins. results indicated that both ethanol and caffeine caused neuronal cell death in a dose- and time-dependent manner. exposure to 20-mm caffeine for 24 hours magnified reduced cell viability and enhanced apoptotic cell death induced by 200 mm of ethanol pretreatment. the findings revealed that, despite being an addictive substance and potentially fatal in higher doses, caffeine was still a rare factor in a number of studies concerning its relation with suicide attempts and death. caffeine has long been recognized as an addictive substance with numerous toxic effects. the concentration of caffeine determined in the femoral blood of the decedent was three times higher than the lethal concentrations reported in other published case studies. these results support previous studies on the use of caffeine in the treatment of human tumors and indicate a potential new target in the regulation of apoptosis. therefore, a better understanding of how caffeine may be linked to suicide is crucial for its prevention. over the last years, cases of caffeine ingestion for purposes of committing suicide have been reported in scientific literature. all known mechanisms of apoptosis induced by caffeine act through cell cycle modulation or p53 induction. toxicological analysis revealed 127 mg/l of caffeine concentration in the deceased's blood, which was considered to be fatal. |||",1
Does light freezing help with weight loss?,"adipose tissue cooling, under controlled conditions, induces physical effects on subcutaneous tissue called cryolipolysis (cll), which has been proposed as a method to reduce noninvasively the amount of adipose tissue. their ability to correctly report small increments in weight was compared before and after local cooling (a 20-minute application of a crushed-ice pack) of the quadriceps muscle group. only a small group of participants (n = 5) showed evidence of a decreased ability to discriminate weight after cooling. cryolipolysis is a noninvasive technique for the reduction of subcutaneous adipose tissue by controlled, localized cooling, causing adipocyte apoptosis, reportedly without affecting surrounding tissue. cryolipolysis is a noninvasive, skin cooling treatment for local fat reduction that causes prolonged hypoesthesia over the treated area. cryolipolysis produced a marked decrease in mechanical and thermal pain sensitivity. in conclusion, we find evidence to suggest that a greater initial weight loss as the first step of a weight management programme may result in improved sustained weight maintenance. it is a common belief that weight loss achieved at a slow rate is better preserved than if the weight is lost more rapidly. early weight loss (ewl) in the first 1-2 months of behavioral treatment is a strong predictor of later total weight loss. these results suggest that a 20-min cold stress of 8 degrees c or 20 degrees c does not increase muscle sp 25 or sp 72 content. short-term studies indicate that intentional weight loss among obese persons significantly improves physiologic variables. emerging evidence suggests that rapid initial weight loss results in better long-term weight loss maintenance. our study outlined behavioral role of leptin during the adaptation to cold, which adds some new knowledge to promote our understanding of cold-induced metabolic adaptation. although cryolipolysis has a low incidence of adverse side effects 33 cases of paradoxical adipose hyperplasia (pah) have been reported and the precise pathogenesis of pah is poorly understood. this weight loss programme with a vlcd enabled obese subjects to lose weight and decrease cardiovascular risks. the beneficial effects of weight loss with a very-low-calorie diet (vlcd) on cardiovascular risk factors have been reported at the end of energy restriction. skin biopsies revealed that cryolipolysis decreased epidermal nerve fiber density, as well as dermal myelinated nerve fiber density, which persisted throughout the study. objective: to test the influence of cooling on proprioceptive acuity as reflected in the ability to discriminate weights. the success of dietary weight loss efforts is influenced by the energy expenditure response to caloric restriction. this pilot study shows a behavioral weight loss program that is feasible, acceptable, and effective in producing weight loss among overweight or obese women with hot flashes. |||",1
Does acupuncture help against hay fever?,"existing evidence has shown that acupuncture might facilitate the prevention and treatment of asthma via its anti-inflammatory effects. acupuncture may help to improve the blood theology indexes with an increased volume of blood flow, and regulate the immunological function of the human body, thus giving therapeutic effects for allergic rhinitis. acupuncture has been used for the prevention and treatment of asthma. acupuncture has been widely used to treat patients with allergic rhinitis, but the available evidence of its effectiveness is insufficient. previous studies suggested that acupuncture was a promising adjunctive treatment for asthma. this article discusses the possible mechanisms underlying the effects of acupuncture in the prevention and treatment of asthma. acupuncture has been shown to modulate th1/th2 balance, block inflammatory cells and mediators, improve airway remodeling, and regulate hypothalamic-pituitary-adrenal axis function. to observe the clinical effects of acupuncture for allergic rhinitis. acupuncture appears to exert its antiasthmatic properties through multiple pathways. individualized homeopathic treatment was associated with significant alleviation of hay fever symptoms, enabling the reduction in use of conventional treatment. we have reported previously that acupuncture has beneficial effects on asthma without changing the concentration of serum cortisol, although endogenous glucocorticoid (gc) plays an important role in regulating immune responses. the assessment of the clinical effectiveness of homeopathic remedies in the alleviation of hay fever symptoms in a typical clinical setting. we aim to investigate whether acupressure could be used as daily nursing care practice to reduce the severity of allergic rhinitis symptoms and improve sleep quality in pediatric patients with allergic rhinitis. this trial will provide evidence for the effectiveness of acupuncture as a treatment for persistent allergic rhinitis. as the therapy of acupuncture continues to expand, electroacupuncture is increasing used in allergic rhinitis prevention and therapy, and many studies have published that it is effective in the treatment of allergic rhinitis. there is some evidence to support the use of acupuncture as an alternative therapy for asthma. our objective is to evaluate the effectiveness of acupuncture in patients in korea and china with persistent allergic rhinitis compared to sham acupuncture treatment or waitlist control. acupuncture significantly decreased rl and eosinophil count in both adrenal-intact and adrenalectomised asthmatic rats. our results showed a significant reduction in the symptoms of allergic rhinitis and improvement in sleep quality after acupressure treatment with no adverse effects. from baseline to 2 weeks, all the aforementioned symptoms and red eyes, sleep quality, and allergic rhinitis classification more improved in the acupressure group than in the control group and the effect in the acupressure group was maintained through 4 weeks after intervention. |||",1
Do earrings cause discomfort by destroying acupuncture points or meridians?,"ear piercing and wearing earrings have been associated with many medical problems including local infection, sepsis, superficial cervical lymphadenopathy, localized argyria, contact dermatitis, lymphoplasia, edema and hematoma formation, exuberant granulation tissue, keloids, lipomas, embedded earrings, epidermal cyst formation, sarcoidal granulomas, earlobe deformities, cutaneous injury resembling frostbite, pressure sores or bruising of the postauricular area, syncope, aspiration, and ingestion. six ear acupuncture points, one non-acupuncture ear point, and the body locus ho-ku (li-4) were electrically stimulated in order to compare the effects of stimulation on the body's pain threshold at selected loci on various points on the body by measurement with a radiation heat-type pain meter on 5 subjects. battlefield auricular acupuncture (the placing of needles in specific points in the ear) is a modality used to treat acute pain associated with a variety of ailments. the ear points, with the exception of the non-acupuncture ear point, were found to be effective even in peripheral body regions in varying degrees. patients receiving auricular acupuncture reported lower pain scores than those who did not at 15 minutes (6.0 [95% confidence interval (ci), 5.4-6.6] vs 2.6 [95% ci, 1.7-3.5]; p < .0001), 6 hours (4.8 [95% ci, 4.0-5.6] vs 2.5 [95% ci, 1.6-3.4]; p = .0005), and 24 hours (4.1 [95% ci, 3.3-4.9] vs 1.3 [95% ci, 1.0-2.8]; p = .0006). as regards ear acupuncture (ea) there is still some criticism about the clinical specificity of auricular points/areas representing organs or structures of the body. stimulation of the needle placed in the bsaa of the left ear showed a pattern that largely overlapped regions belonging to the pain matrix, as shown to be involved in previous somatic acupuncture studies but with local differences in the left amygdala, anterior cingulate cortex, and cerebellum. full-thickness burns to the external ear can produce loss of skin and cartilage and can result in severe cosmetic deformity. in one patient, a significant inner ear injury also occurred. often the disease is self-inflicted; insertion of an object into the canal in an attempt to clean the ear interferes with the ear's own cleansing mechanism and causes inflammation and infection. the complaint of a painful, burning, red ear may be associated with irritation of the third cervical root, temporomandibular joint dysfunction, or thalamic syndrome. even partial-thickness burns render the ear vulnerable to tissue loss if the helix is subjected to pressure from pillows, dressings, or straps that are used to secure endotracheal tubes. excess cerumen (earwax) in the external auditory canal is associated with symptoms of earache, fullness in the ears, and diminished hearing. a clinical study has revealed that irritation caused by pre-existing diseases of the ear (e.g. due to the complex innervation of the ear, referred pain can arise from most sites in the head and neck, especially the upper cervical spine, the teeth and the throat. common complications following syringing are pain, external auditory canal trauma and otitis externa. the aim of our study was to determine whether auricular acupuncture reduces pain, medication usage, and missed work hours when added to standard therapy in adult patients with acute sore throat. of eight subjects reporting one or more of acute onset earache, fullness in the ears, diminished hearing, and tinnitus, seven had complete cerenum occlusion in the affected ear. moreover, the peculiarity of the regions involved in bsaa stimulation compared to those involved in the pain matrix, is in accordance with the therapeutic indications of this acupoint that include head pain, dizziness and vertigo. the painful ear is caused commonly by otitis media, otitis externa and temporomandibular joint dysfunction. |||",1
"Does the ""Rolfing"" treatment cause an improvement of body malpositions as well as certain pains?","these results indicate that rolfing can lead to improved performance in mildly affected patients because they possess the neurological capacity to make use of increased tissue mobility, and thus avoid contractures. this article describes the principles and history of rolfing and reviews current research. rolfing has a physiologic impact on the peripheral nervous system and on myofascial structures. rolfing, or structural integration, is one of many types of manipulative therapy. rolfing is a technique which involves the use of pressure on areas of the body in which muscle tendons adhere to each other rather than sliding over one another in the normal way. in this study, a series of 10 patients with mild, moderate or severe cerebral palsy underwent rolfing treatment, and the results were evaluated. rolfing is a type of treatment that is compatible with nursing principles. a review of the historical considerations in the development of the process of rolfing is discussed as well as a description of rolfing. this report describes a system of bodywork called rolfing (rolf institute of structural integration, boulder, co). varus osteotomy, distraction osteogenesis, or epiphyseal stapling is one treatment option for valgus malalignment to improve appearance, gait, and function. only a few clinical trials specifically have looked at rolfing. this article describes, for the first time, the supraperiostic technique used for aesthetic purposes to remedy hemiatrophy, genu valgum, poliomyelitis sequela, and thin legs. traditionally, surgical intervention for patients with a spinal deformity has been considered for cosmetic benefits, but surgical intervention can alter the lung physiology or volumes and in turn leads to increase in physical capacity and exercise tolerance. lateral flanks, hip rolls and buttock ptosis need also to be addressed surgically. related research on deep tissue massage and myofascial release also is reviewed. 3d ct revealed that in all patients the malrotation of the scapula was improved postoperatively. although a significant correction of local kyphosis has been reported previously, only a few studies have investigated whether this correction leads to an improved overall sagittal alignment. the aim of this study was to assess postural changes after abdominoplasty by studding the position and orientation through space of the body and the centre of pressure. the postoperative flexion (97.9 ± 12.9 to 160 ± 11.5 degrees) and abduction (99.3 ± 13.0 to 161.4 ± 15.7 degrees) were significantly improved compared with the mean preoperative values (p < 0.0001). abdominoplasty, which causes a sudden change in body masses, significantly improves body image and self-esteem. |||",1
Does marijuana use reduce the risk of developing diabetes?,"the association between marijuana use and the prevalence of prediabetes and diabetes was examined in 3,034 participants at cardia examination year 25 (2010-2011), while the incidence of prediabetes and diabetes according to previous marijuana use was assessed in 3,151 individuals who were free from prediabetes/diabetes at year 7 (1992-1993) and who returned for at least one of the four subsequent follow-up examinations over 18 years. marijuana use in young adulthood is associated with an increased risk of prediabetes by middle adulthood, but not with the development of diabetes by this age. over 18 years of follow-up, a greater risk of prediabetes (but not diabetes) was found for individuals who reported a lifetime use of marijuana of 100 times or more (hr 1.39 [95% ci 1.13, 1.71]), compared with individuals who had never used marijuana. after multivariable adjustment, higher odds of prediabetes were found for individuals who reported current use of marijuana (or 1.65 [95% ci 1.15, 2.38]) and a lifetime use of 100 times or more (or 1.49 [95% ci 1.06, 2.11]), compared with individuals who reported never using marijuana. epidemiologic studies have found lower prevalence rates of obesity and diabetes mellitus in marijuana users compared with people who have never used marijuana, suggesting a relationship between cannabinoids and peripheral metabolic processes. in multivariable adjusted models, current marijuana use was associated with 16% lower fasting insulin levels (95% confidence interval [ci], -26, -6) and 17% lower homa-ir (95% ci, -27, -6). we found that marijuana use was associated with lower levels of fasting insulin and homa-ir, and smaller waist circumference. this study sought to clarify the cross-sectional and longitudinal associations between self-reported marijuana use, and prediabetes (defined as fasting glucose 5.6-6.9 mmol/l, 2 h glucose post ogtt 7.8-11.0 mmol/l or hba1c 5.7-6.4% [39-47 mmol/mol]) and diabetes. data from the community-based coronary artery risk development in young adults (cardia) study were used to determine marijuana use and the presence of prediabetes and diabetes among participants. to test the hypothesis that marijuana smoking significantly lowers the risk of developing cancer in humans, we analyzed published data from a prospective cohort study on cancer incidence among nonsmokers (ns), marijuana-only smokers (ms), tobacco-only smokers (ts), and marijuana and tobacco smokers (mts). results of previous studies indicate that marijuana could alleviate certain factors of metabolic syndrome, such as obesity. the purpose of this study is to assess whether marijuana use is associated with decreased odds of prescription opioid use. analyses suggest that for females (but not males) who used marijuana in adolescence, marijuana use increased the risk for subsequent daily smoking: or = 1.71, 95% ci = (1.13, 2.59). given the declining trend in adolescent cigarette smoking and increase in general access to marijuana, it is important to examine whether marijuana use in adolescence is a risk factor for subsequent cigarette smoking in late adolescence and early adulthood. we recommend that adolescent marijuana use be viewed as a possible risk factor for subsequent initiation of daily cigarette smoking in women. marijuana use among individuals with alcohol or other drug dependence is associated with a lower odds of achieving abstinence from drug and heavy alcohol use. marijuana use is associated with negative cognitive and health outcomes and risky driving. to date, no study has investigated the relationship between marijuana use and fasting insulin, glucose, and insulin resistance. using the log linear model to calculate the probability of developing each cancer form as a function of the interaction between marijuana and tobacco smoking, as well as functions of marijuana and tobacco smoking main effects whereby chi square statistics were calculated for the interaction and main effect estimates, we found that in all cases tested there was a significantly lower risk for ms compared to ts. in both study samples, marijuana use was associated with significantly increased odds of alcohol positivity. |||",0
